u,v,key,osmid,oneway,lanes,ref,name,highway,maxspeed,reversed,length,bridge,geometry,Cost of returning,Edge Betweenness,junction,access,tunnel,width,est_width,service
10920672674,2212747435,0,211252745,False,,,Angelina Street,residential,20 mph,True,35.035000000000004,,"LINESTRING (-3.1724244 51.4714012, -3.1721715 51.4714721, -3.1720462 51.4715084, -3.1720053 51.4715202, -3.1719643 51.4715321)",1.4635905833833562,0.0005933542909739273,,,,,,
10920672675,10920672676,0,1175218849,False,,,Angelina Street,residential,20 mph,False,12.756,,"LINESTRING (-3.1720695 51.4708657, -3.1719946 51.4707609)",1.211526966375749,0.00019786307874950534,,,,,,
10920672676,1215946426,0,105592838,False,,,Angelina Street,residential,20 mph,True,5.027,,"LINESTRING (-3.1719946 51.4707609, -3.1720609 51.4707425)",1.2115269663757489,0.00019786307874950534,,,,,,
10920672676,10920672675,0,1175218849,False,,,Angelina Street,residential,20 mph,True,12.756,,"LINESTRING (-3.1719946 51.4707609, -3.1720695 51.4708657)",1.2115269663757486,0.00019786307874950534,,,,,,
10920672676,1215946433,0,105592838,False,,,Angelina Street,residential,20 mph,False,34.517,,"LINESTRING (-3.1719946 51.4707609, -3.1716387 51.4708596, -3.1716032 51.4708697, -3.1715758 51.4708778, -3.1715405 51.4708887)",1.463614761963293,0.0005933542909739273,,,,,,
10920672677,2212747414,0,211252741,False,,,Angelina Street,residential,20 mph,False,15.908,,"LINESTRING (-3.1728133 51.4719355, -3.1730234 51.4718777)",1.211517368283899,0.00019786307874950534,,,,,,
10920672677,10920672678,0,1175218850,False,,,Angelina Street,residential,20 mph,False,10.267,,"LINESTRING (-3.1728133 51.4719355, -3.1727558 51.4718504)",1.211517368283899,0.00019786307874950534,,,,,,
10920672677,2212747437,0,211252741,False,,,Angelina Street,residential,20 mph,True,33.257000000000005,,"LINESTRING (-3.1728133 51.4719355, -3.1724956 51.4720229, -3.1724708 51.4720294, -3.1724128 51.472045, -3.1723735 51.4720555)",1.4631899456802806,0.0005933542909739273,,,,,,
10920672678,10920672677,0,1175218850,False,,,Angelina Street,residential,20 mph,True,10.267,,"LINESTRING (-3.1727558 51.4718504, -3.1728133 51.4719355)",1.211517368283899,0.00019786307874950534,,,,,,
10920755497,260636529,0,"[24032718, 996114302]",False,,,Canal Parade,unclassified,,True,377.85200000000003,,"LINESTRING (-3.1741468 51.4740899, -3.1740008 51.4737868, -3.1739746 51.4737324, -3.1739182 51.4736202, -3.1738385 51.473449, -3.1736961 51.4731366, -3.1736044 51.4729462, -3.1734268 51.4726346, -3.1733628 51.4725274, -3.1733571 51.4724836, -3.1733748 51.4724353, -3.1734155 51.4724037, -3.1738748 51.4722025, -3.1740986 51.4721597, -3.1743564 51.4721132, -3.1745781 51.4720735, -3.1749398 51.4720091, -3.175644 51.471875, -3.175839 51.4718379)",1.2469617046985146,0.00019786307874950534,,,,,,
10935375716,255564487,0,23598787,False,,,Avondale Gardens South,residential,20 mph,True,4.706,,"LINESTRING (-3.1778554 51.4644862, -3.177902 51.464517)",1.2104152162830464,0.00019786307874950534,,,,,,
10935375716,10935375717,0,1177111501,False,,,,residential,,False,6.779,,"LINESTRING (-3.1778554 51.4644862, -3.1779298 51.4644466)",1.2104152162830464,0.00019786307874950534,,,,,,
10935375716,255564346,0,23598787,False,,,Avondale Gardens South,residential,20 mph,False,37.783,,"LINESTRING (-3.1778554 51.4644862, -3.1777199 51.4643965, -3.1775657 51.4643027, -3.1774662 51.4642485)",1.4369252143928282,0.0005933542909739273,,,,,,
10935375717,10935375716,0,1177111501,False,,,,residential,,True,6.779,,"LINESTRING (-3.1779298 51.4644466, -3.1778554 51.4644862)",1.2104152162830473,0.00019786307874950534,,,,,,
10957369982,10957369983,0,861198445,True,,,Herbert Street,tertiary,20 mph,False,8.269,,"LINESTRING (-3.171782 51.4756122, -3.1718959 51.4755899)",4.441699770889208,0.025135267783967193,,,,,,
10957369982,7564589316,0,"[4989514, 1321995630]",True,1,A470,Lloyd George Avenue,primary,20 mph,False,48.778999999999996,,"LINESTRING (-3.171782 51.4756122, -3.1717737 51.4755837, -3.1717517 51.4754873, -3.1717261 51.4753866, -3.1717054 51.4753175, -3.171697 51.4751775)",5.929170833957771,0.011540394415162867,,,,,,
10957369983,7564589323,0,1322665865,True,2,A470,Lloyd George Avenue,primary,20 mph,False,8.15,,"LINESTRING (-3.1718959 51.4755899, -3.1719095 51.4756627)",4.588372054358456,0.000636036015857553,,,,,,
10957369983,8581141291,0,1179751725,True,,A470,Herbert Street,primary,30 mph,False,17.883000000000003,,"LINESTRING (-3.1718959 51.4755899, -3.1720974 51.4755719, -3.1721311 51.4755987)",5.804378818203594,0.029897177766878058,,,,,,
10958476336,10958476337,0,1179866894,False,,,,residential,,False,63.488,,"LINESTRING (-3.1656191 51.4731572, -3.1652291 51.4726405)",1.2415712252628524,0.00019786307874950534,,,,,,
10958476336,263232479,0,"[59021528, 306107732, 59021510]",False,,,Schooner Way,unclassified,20 mph,False,103.89600000000002,yes,"LINESTRING (-3.1656191 51.4731572, -3.165762 51.4731121, -3.1658479 51.4730788, -3.1659301 51.4730327, -3.1660203 51.4729451, -3.1660773 51.4728678, -3.1660978 51.4727752, -3.1660995 51.4727294, -3.1660772 51.4726719, -3.1660336 51.4725736, -3.1658896 51.4723803)",1.463692638137168,0.012901902281404764,,,,,,
10958476336,167255682,0,306107732,False,,,Schooner Way,unclassified,20 mph,True,122.912,,"LINESTRING (-3.1656191 51.4731572, -3.1655907 51.4731662, -3.165541 51.4731819, -3.165471 51.4732087, -3.1653957 51.4732485, -3.165332 51.4732952, -3.1652752 51.4733584, -3.1652403 51.4734201, -3.1652107 51.4734957, -3.1652097 51.4735423, -3.1652168 51.4735896, -3.1652857 51.4737407, -3.1655706 51.4741103)",1.4871604383331416,0.01063953591729801,,,,,,
10958476337,10958476336,0,1179866894,False,,,,residential,,True,63.488,,"LINESTRING (-3.1652291 51.4726405, -3.1656191 51.4731572)",1.241571225262853,0.00019786307874950534,,,,,,
10974876670,1191763462,0,1181850464,False,,,West Canal Wharf,unclassified,30 mph,False,11.022,,"LINESTRING (-3.1760558 51.4754804, -3.1761281 51.4755687)",1.1953361714369883,0.00019786307874950534,,,,,,
10974876670,10974876671,0,1181850464,False,,,West Canal Wharf,unclassified,30 mph,True,6.586,,"LINESTRING (-3.1760558 51.4754804, -3.1760124 51.4754277)",1.1953361714369883,0.00019786307874950534,,,,,,
10974876670,1191763557,0,103216302,False,,,West Canal Wharf,unclassified,30 mph,True,123.574,,"LINESTRING (-3.1760558 51.4754804, -3.1764858 51.4752746, -3.1765153 51.4752523, -3.1765364 51.4752249, -3.1765521 51.4751702, -3.1765557 51.4751577, -3.1765673 51.4751212, -3.1765968 51.4750893, -3.1766666 51.4750467, -3.1767571 51.4750054, -3.1768239 51.4749857, -3.176852 51.4749802, -3.1768814 51.4749745, -3.1769672 51.4749688, -3.1772683 51.4749526, -3.1773196 51.4749499, -3.1773737 51.4749425, -3.1774473 51.4749248)",1.3226533512569718,0.0005933542909739273,,,,,,
10974876671,10974876670,0,1181850464,False,,,West Canal Wharf,unclassified,30 mph,False,6.586,,"LINESTRING (-3.1760124 51.4754277, -3.1760558 51.4754804)",1.1953361714369883,0.00019786307874950534,,,,,,
10977671153,1580360939,0,4817058,True,,,Bute Street,unclassified,20 mph,False,198.43200000000002,,"LINESTRING (-3.1658389 51.4647367, -3.1658408 51.4648376, -3.1658523 51.4648753, -3.1658566 51.4648892, -3.1660072 51.465382, -3.1660138 51.465406, -3.1660309 51.4654702, -3.1662157 51.4662107, -3.1662691 51.4663921, -3.1663356 51.4664899)",18.90162434106268,0.0009471818745046081,,,,,,
10977671153,1263304967,0,90330498,False,,,Bute Street,tertiary,20 mph,True,49.032,,"LINESTRING (-3.1658389 51.4647367, -3.1658132 51.4646225, -3.1658072 51.4645959, -3.165803 51.4645794, -3.1657844 51.4645061, -3.1657498 51.4644507, -3.1657183 51.4643592, -3.1657158 51.4643044)",1.6584050139859332,0.013935034968863095,,,,,,
10977671153,31021167,0,"[4825864, 1182104191]",False,2,A4119,James Street,primary,30 mph,False,74.397,,"LINESTRING (-3.1658389 51.4647367, -3.1660426 51.464729, -3.1660854 51.4647273, -3.1661204 51.4647261, -3.1663936 51.4647101, -3.1666167 51.4646915, -3.1667554 51.4646711, -3.1669003 51.4646471)",1.6515506088665133,0.008248067124804732,,,,,,
10977671153,31021114,0,"[1182104192, 4825859]",False,4,A4119,Bute Place,primary,30 mph,True,40.804,,"LINESTRING (-3.1658389 51.4647367, -3.1656595 51.4647358, -3.165619 51.4647355, -3.1655911 51.4647353, -3.1652499 51.4647364)",1.8128201038618315,0.002112745381739474,,,,,,
11003147674,1136472778,0,98237336,False,,,Nettlefold Road,unclassified,,True,124.23,,"LINESTRING (-3.1541873 51.4711032, -3.1546706 51.4717278, -3.1549681 51.472109)",1.2394358305306654,0.00019786307874950534,,,,,,
11052606175,2359087914,0,105851061,False,2,,Old Barry Road,residential,30 mph,False,217.498,,"LINESTRING (-3.1897516 51.4465349, -3.1897153 51.4465185, -3.1896563 51.446445, -3.1896455 51.4463547, -3.189718 51.4462527, -3.1898387 51.4461825, -3.1900103 51.446134, -3.1902409 51.4461023, -3.190847 51.4461173, -3.1915337 51.4461641, -3.1920192 51.4461975, -3.1922636 51.4462562)",1.471661988650272,0.0005933542909739273,,,,,,
11052606175,1218834142,0,105851061,False,2,,Old Barry Road,residential,30 mph,True,100.88300000000001,,"LINESTRING (-3.1897516 51.4465349, -3.1898581 51.4465831, -3.1899406 51.4466205, -3.1902113 51.4467977, -3.190375 51.4469297, -3.1904608 51.4470902, -3.1904796 51.4472708)",1.211739859995474,0.00019786307874950534,,,,,,
11052606175,11052606189,0,1190359154,False,,,The Highlands,residential,,True,123.253,,"LINESTRING (-3.1897516 51.4465349, -3.1897786 51.446517, -3.189813 51.4465051, -3.1898469 51.4465005, -3.1898814 51.4465017, -3.1900786 51.4465368, -3.19011 51.4465362, -3.1901389 51.4465285, -3.1901541 51.4465203, -3.1901658 51.4465101, -3.1902006 51.4464014, -3.1902153 51.4463869, -3.1902368 51.4463763, -3.190258 51.4463714, -3.1902804 51.4463702, -3.1903026 51.446373, -3.1913044 51.4464984)",1.2117398599954745,0.00019786307874950534,,,,,,
11052606189,11052606175,0,1190359154,False,,,The Highlands,residential,,False,123.253,,"LINESTRING (-3.1913044 51.4464984, -3.1903026 51.446373, -3.1902804 51.4463702, -3.190258 51.4463714, -3.1902368 51.4463763, -3.1902153 51.4463869, -3.1902006 51.4464014, -3.1901658 51.4465101, -3.1901541 51.4465203, -3.1901389 51.4465285, -3.19011 51.4465362, -3.1900786 51.4465368, -3.1898814 51.4465017, -3.1898469 51.4465005, -3.189813 51.4465051, -3.1897786 51.446517, -3.1897516 51.4465349)",1.2117398599954747,0.00019786307874950534,,,,,,
11052842559,260096512,0,624135176,False,,,Gower Street,residential,20 mph,True,64.84700000000001,,"LINESTRING (-3.1780236 51.4960165, -3.1780462 51.4959976, -3.1781626 51.4958909, -3.1782518 51.4958076, -3.1783353 51.4957274, -3.1783799 51.4956927, -3.1784485 51.495626, -3.1784612 51.4956138, -3.1785054 51.4955715, -3.1785145 51.4955626, -3.1785472 51.4955332)",1.2777390016915875,0.00019786307874950534,,,,,,
11112292305,9741561250,0,1060289158,False,,,Llandaff Place,residential,,True,97.00599999999999,,"LINESTRING (-3.2113594 51.4895349, -3.2112035 51.4894284, -3.2109977 51.4895413, -3.2108093 51.4896447, -3.2104944 51.4898204, -3.2103295 51.4899124)",1.2501917683359134,0.00019786307874950534,,,,,,
11114868275,1716761956,0,"[236869608, 318935112, 318935108]",False,,B4267,Leckwith Road,secondary,20 mph,False,62.694,,"LINESTRING (-3.2047295 51.4751859, -3.2048248 51.4751191, -3.2049162 51.4750562, -3.2050633 51.474946, -3.20531 51.4747535)",1.61168174659054,0.010306618463205729,,,,,,
11114868275,9115284430,0,318935108,False,,B4267,Leckwith Road,secondary,20 mph,True,139.692,,"LINESTRING (-3.2047295 51.4751859, -3.2046341 51.4752527, -3.2044405 51.4753879, -3.2042248 51.4755308, -3.2033567 51.4761062)",1.6995794404769566,0.015151033395043015,,,,,,
11114868275,1016001213,0,819518383,False,,,Lawrenny Avenue,residential,20 mph,True,607.1960000000001,,"LINESTRING (-3.2047295 51.4751859, -3.2048453 51.4752428, -3.204963 51.4752668, -3.205128 51.4752834, -3.2058034 51.4753257, -3.2059228 51.4753337, -3.2061954 51.4753537, -3.2073494 51.4754386, -3.2075916 51.4754564, -3.2086377 51.4755309, -3.2090562 51.4755606, -3.2096669 51.4756007, -3.2098144 51.4756104, -3.2103161 51.4756397, -3.2105454 51.4756537, -3.2107852 51.4756683, -3.2114887 51.4757145, -3.2117155 51.4757232, -3.2119983 51.475734, -3.2121893 51.4757413, -3.212293 51.4757453, -3.2125641 51.4757556, -3.2127629 51.4757632, -3.2129221 51.4757699, -3.2134156 51.4757851)",1.7918984738601482,0.0005933542909739273,,,,,,
11140162601,266207194,0,24484184,False,,,Farm Drive,residential,,False,56.593,,"LINESTRING (-3.171594 51.5088835, -3.1716178 51.5090525, -3.1716804 51.5092284, -3.1716743 51.5093875)",1.2114678566050667,0.00019786307874950534,,,,,,
11247923821,8007992556,0,859084645,False,,,Clos Y Cimdda,residential,20 mph,True,19.623,,"LINESTRING (-3.2223148 51.4803471, -3.2223618 51.4804049, -3.2224148 51.4805116)",1.2762633382344353,0.00019786307874950534,,,,,,
11248178478,8360556734,0,899838439,False,,,Dôl Elài,residential,20 mph,False,79.403,,"LINESTRING (-3.2265723 51.4826916, -3.226628 51.482733, -3.226928 51.4829621, -3.2271074 51.4831756, -3.2271809 51.4832903)",1.2126216248878399,0.00019786307874950534,,,,,,
11280910572,11280910574,0,1217482693,False,,,Ipswich Road,unclassified,,True,7.324,,"LINESTRING (-3.1451018 51.5012001, -3.1449961 51.501203)",1.2114882378187544,0.00019786307874950534,,,,,,
11280910573,11280910575,0,1217482693,False,,,Ipswich Road,unclassified,,False,6.783,,"LINESTRING (-3.1447808 51.5012088, -3.1448787 51.5012061)",1.2114882378187541,0.00019786307874950534,,,,,,
11280910574,11280910572,0,1217482693,False,,,Ipswich Road,unclassified,,False,7.324,,"LINESTRING (-3.1449961 51.501203, -3.1451018 51.5012001)",1.2114882378187541,0.00019786307874950534,,,,,,
11280910574,7446545553,0,1217482693,False,,,Ipswich Road,unclassified,,True,3.679,,"LINESTRING (-3.1449961 51.501203, -3.144943 51.5012044)",1.4618928182875826,0.0005933542909739273,,,,,,
11280910574,7446545554,0,1217482694,False,,,Ipswich Road,unclassified,,True,4.646,,"LINESTRING (-3.1449961 51.501203, -3.1450024 51.5012446)",1.211488237818754,0.00019786307874950534,,,,,,
11280910575,7446545553,0,1217482693,False,,,Ipswich Road,unclassified,,False,4.455,,"LINESTRING (-3.1448787 51.5012061, -3.144943 51.5012044)",1.4618928182875826,0.0005933542909739273,,,,,,
11280910575,11280910573,0,1217482693,False,,,Ipswich Road,unclassified,,True,6.783,,"LINESTRING (-3.1448787 51.5012061, -3.1447808 51.5012088)",1.2114882378187541,0.00019786307874950534,,,,,,
11280910575,7446545555,0,1217482695,False,,,Ipswich Road,unclassified,,True,4.538,,"LINESTRING (-3.1448787 51.5012061, -3.1448804 51.5012469)",1.2114882378187541,0.00019786307874950534,,,,,,
11356911585,8319162035,0,1225485374,False,,,Tair Erw Gain,residential,,True,41.705,,"LINESTRING (-3.202587 51.4842354, -3.2026392 51.4841485, -3.2030133 51.4839891)",1.3675387024119698,0.0009599080768781663,,,,,,
11360559597,207082340,0,1105164281,True,,,Ely Road,residential,20 mph,False,14.412,,"LINESTRING (-3.2195277 51.4932601, -3.21953 51.4933897)",2.3804799350210217,0.004770955375982531,,,,,,
11360559597,207066834,0,"[1225043163, 95148525]",False,2,,Ely Road,residential,20 mph,True,115.019,,"LINESTRING (-3.2195277 51.4932601, -3.219583 51.4931814, -3.2197802 51.4928908, -3.2197885 51.4928785, -3.2198845 51.4927673, -3.2199687 51.4926784, -3.2202279 51.4924577, -3.2202492 51.492441, -3.2203445 51.4923662)",1.6119495136001807,0.007728720595326265,,,,,,
11360559598,207082340,0,1036295235,False,2,A4119,Cardiff Road,primary,20 mph,True,16.854,,"LINESTRING (-3.219313 51.493321, -3.21953 51.4933897)",1.1749106887465062,0.030549425006682236,,,,,,
11360559598,259642366,0,1225043165,False,2,A4119,Cardiff Road,primary,20 mph,False,79.923,,"LINESTRING (-3.219313 51.493321, -3.2182474 51.4930445)",1.580013947876432,0.03295342421382025,,,,,,
11360559598,11360559597,0,1225043164,True,,,Ely Road,residential,20 mph,False,16.596,,"LINESTRING (-3.219313 51.493321, -3.2194448 51.493298, -3.2195277 51.4932601)",2.380511378551872,0.007897646247755588,,,,,,
11582669417,11582669419,0,1245920433,False,,,,residential,,False,21.069,,"LINESTRING (-3.1884937 51.4607178, -3.1887276 51.4608389)",1.1946051375585234,0.00019786307874950534,,,,,,
11582669418,11582669419,0,1245920433,False,,,,residential,,True,14.534,,"LINESTRING (-3.188889 51.4609224, -3.1887276 51.4608389)",1.1946051375585234,0.00019786307874950534,,,,,,
11582669419,11582669418,0,1245920433,False,,,,residential,,False,14.534,,"LINESTRING (-3.1887276 51.4608389, -3.188889 51.4609224)",1.1946051375585225,0.00019786307874950534,,,,,,
11582669419,11582669417,0,1245920433,False,,,,residential,,True,21.069,,"LINESTRING (-3.1887276 51.4608389, -3.1884937 51.4607178)",1.1946051375585227,0.00019786307874950534,,,,,,
11582669419,1233442263,0,1245920434,False,,,,residential,,False,43.418,,"LINESTRING (-3.1887276 51.4608389, -3.1884107 51.461076, -3.1883411 51.4611455)",1.301431530968722,0.0005933542909739273,,,,,,
11655437558,4274554001,0,428337812,False,2,,Capital Quarter,unclassified,,True,7.314,,"LINESTRING (-3.1694421 51.4762594, -3.1694816 51.4763204)",1.5478868466893976,0.0002383519810703026,,,,,,
11655437558,10957369982,0,"[861198445, 389041387, 389041389]",True,,,"['Herbert Street', 'Tyndall Street']",tertiary,20 mph,False,177.87200000000004,yes,"LINESTRING (-3.1694421 51.4762594, -3.169533 51.476239, -3.1696581 51.4762149, -3.1698087 51.4761901, -3.1700117 51.4761521, -3.1702017 51.4761074, -3.1706001 51.475991, -3.1707404 51.4759502, -3.17078 51.475938, -3.1708248 51.4759254, -3.1708458 51.4759188, -3.1709968 51.4758734, -3.1711017 51.4758413, -3.1712058 51.4758061, -3.1713164 51.4757675, -3.1715274 51.4756927, -3.1715744 51.4756775, -3.1716086 51.4756668, -3.171652 51.4756532, -3.171782 51.4756122)",7.566750897006156,0.024830700393008623,,,,,,
11655437559,11655437558,0,"[1253839964, 1253839958]",True,"['1', '2']",,Tyndall Street,tertiary,20 mph,False,123.55999999999999,,"LINESTRING (-3.1677758 51.4766559, -3.1678411 51.476638, -3.1679515 51.4766104, -3.1686223 51.4764591, -3.1686801 51.476446, -3.1690702 51.4763472, -3.1694421 51.4762594)",9.8276578988053,0.024671524969474737,,,,,,
11655437560,11655437568,0,1253839961,True,1,,Tyndall Street,tertiary,20 mph,False,6.117,,"LINESTRING (-3.1674699 51.4767303, -3.1675532 51.476712)",5.097730754030929,0.021628513773001044,,,,,,
11655437560,1206442858,0,1164429339,True,,,Schooner Way,unclassified,20 mph,False,22.346999999999998,,"LINESTRING (-3.1674699 51.4767303, -3.1674494 51.4767093, -3.1673632 51.4765935, -3.1673596 51.4765448)",7.937268460535368,0.017371892760639086,,,,,,
11655437564,2345059471,0,"[239391965, 16317767]",False,,,"['Rosemary Street', 'Ellen Street']",unclassified,,False,165.19,,"LINESTRING (-3.1676689 51.4768925, -3.1678139 51.4770966, -3.1678773 51.4771839, -3.1679898 51.4773374, -3.1680039 51.477357, -3.1680086 51.4773635, -3.1680176 51.477376, -3.1680268 51.4773888, -3.168034 51.4773992, -3.1681203 51.4775243, -3.1681665 51.4775914, -3.1681724 51.4775999, -3.1681733 51.4776127, -3.1681746 51.4776308, -3.1681793 51.4776984, -3.1681563 51.477735, -3.1681047 51.4778171, -3.1679991 51.4778939, -3.1676658 51.4779797, -3.1674284 51.4780408)",1.419379956159817,0.00019786307874950534,,,,,,
11655437564,10829619402,0,1253839962,True,,,Ellen Street,unclassified,,False,15.459,,"LINESTRING (-3.1676689 51.4768925, -3.1676575 51.4768904, -3.1676275 51.4768809, -3.1676075 51.4768637, -3.1675914 51.4768426, -3.1675415 51.4767843)",6.73348160268591,0.0003956478424074811,,,,,,
11655437568,33116696,0,1253839960,True,,,,unclassified,,False,7.13,,"LINESTRING (-3.1675532 51.476712, -3.1676141 51.4767637)",4.9214370740317275,0.011654421188429949,,,,,,
11655437568,11655437559,0,1253839964,True,1,,Tyndall Street,tertiary,20 mph,False,16.631,,"LINESTRING (-3.1675532 51.476712, -3.1677758 51.4766559)",10.068869906241622,0.021048942938136327,,,,,,
11655740246,9622710135,0,1253887167,True,2,A4055,Cardiff Road,primary,30 mph,False,7.22,,"LINESTRING (-3.1990255 51.4444667, -3.1990881 51.4444148)",4.416521118332515,0.0013712972526830946,,,,,,
11655740246,1738781700,0,1046376316,True,1,B4267,Redlands Road,secondary,30 mph,False,25.371,,"LINESTRING (-3.1990255 51.4444667, -3.1988805 51.4443816, -3.198827 51.4443469, -3.19881 51.444292)",5.901876689843951,0.003561574575036861,,,,,,
11655740247,11655740246,0,1253887169,True,1,B4267,Redlands Road,secondary,30 mph,False,9.477,,"LINESTRING (-3.1991313 51.4445207, -3.1990255 51.4444667)",4.380135899628896,1.1394845817555126e-05,,,,,,
11655740247,1738781698,0,44369585,True,2,A4055,Cardiff Road,primary,30 mph,False,42.964999999999996,,"LINESTRING (-3.1991313 51.4445207, -3.1990335 51.4446025, -3.1988664 51.4447424, -3.1987762 51.4448147, -3.1987569 51.4448286)",7.438246265355017,0.004911961698281555,,,,,,
11655781893,289669473,0,1253891956,True,4,A4161,Newport Road,primary,,False,9.367,,"LINESTRING (-3.1429673 51.4955549, -3.1430243 51.4954785)",4.756976331460148,0.03928375053479418,,,,,,
11655781894,11655781893,0,1253891958,True,,,Colchester Avenue,tertiary,,False,13.435,,"LINESTRING (-3.1431454 51.4956029, -3.1429673 51.4955549)",4.54815402036079,0.0045877763768948235,,,,,,
11655781894,33189652,0,"[917645921, 1253891957, 45871630]",True,3,A4161,Newport Road,primary,,False,225.62599999999998,,"LINESTRING (-3.1431454 51.4956029, -3.1429543 51.4958553, -3.1427094 51.4962115, -3.1425766 51.4964235, -3.1423751 51.4967244, -3.1423407 51.496777, -3.1422668 51.4968934, -3.1420889 51.4971856, -3.1420042 51.4973223, -3.1419781 51.4973978, -3.1419503 51.497487)",15.096721846986371,0.03495562784386571,,,,,,
11655824333,9959740123,0,1304481238,False,,B4239,Wentloog Road,secondary,20 mph,False,9.841,,"LINESTRING (-3.1314191 51.50913, -3.1313672 51.5090476)",1.5413677746021732,0.0005903391599500381,,,,,,
11655824333,33189974,0,39504594,False,4,B4487,Newport Road,secondary,20 mph,False,110.908,,"LINESTRING (-3.1314191 51.50913, -3.1316033 51.5090477, -3.1316245 51.5090382, -3.1319209 51.5089059, -3.132173 51.5087914, -3.1324074 51.5086776, -3.13257 51.5085876, -3.1326853 51.5085204)",1.7441778957599743,0.005723580149348446,,,,,,
11655824333,2035415983,0,"[1253897243, 372592894, 372592895]",True,2,,Newport Road,secondary,20 mph,False,76.584,,"LINESTRING (-3.1314191 51.50913, -3.1313688 51.5091986, -3.131179 51.5092869, -3.1311215 51.5093132, -3.131053 51.5093351, -3.1307882 51.5094663, -3.1306853 51.509525, -3.1305991 51.5095788)",6.464710413141518,0.0048295350644466635,,,,,,
11671944962,11671944964,0,1255543908,True,,,Glossop Road,unclassified,30 mph,False,12.148,,"LINESTRING (-3.1646901 51.4849219, -3.164865 51.4849305)",6.481164658518109,0.011774674011473632,,,,,,
11671944962,1233811759,0,"[965275457, 1163486503]",False,"['4', '3']",,Glossop Road,unclassified,30 mph,True,29.488,,"LINESTRING (-3.1646901 51.4849219, -3.1646646 51.484916, -3.1645954 51.4848976, -3.1645666 51.4848899, -3.1643051 51.4848089)",1.5167638494450875,0.005874767433546316,,,,,,
11671944963,289665364,0,1255543904,True,2,A4161,Newport Road,primary,30 mph,False,9.822,,"LINESTRING (-3.1650882 51.4849724, -3.1649653 51.4850165)",5.171520418257376,0.05106543374695971,,,,,,
11671944963,8964315209,0,968925782,True,1,,City Road,secondary,20 mph,False,57.00000000000001,,"LINESTRING (-3.1650882 51.4849724, -3.1651569 51.485004, -3.1651922 51.4850317, -3.1652689 51.4851101, -3.165319 51.4851697, -3.1654667 51.4853377, -3.1654938 51.4853717, -3.1654817 51.4854064)",6.583831878452747,0.00945016462223815,,,,,,
11671944964,11671944963,0,1255543906,True,1,,,secondary_link,30 mph,False,16.142,,"LINESTRING (-3.164865 51.4849305, -3.1650882 51.4849724)",4.73473113185546,0.007858488701990794,,,,,,
11671944964,289663238,0,"[5011080, 396403802, 970418589, 970197669]",True,"['2', '3']",A4161,Newport Road,primary,30 mph,False,146.433,,"LINESTRING (-3.164865 51.4849305, -3.1650196 51.4848704, -3.1651871 51.4848136, -3.1654653 51.4847185, -3.1655763 51.4846869, -3.1656838 51.4846492, -3.1662501 51.484447, -3.1663221 51.4844208, -3.1664695 51.4843696, -3.1665194 51.4843519, -3.1667059 51.4842833)",12.082180208015295,0.024719062230033197,,,,,,
11733690501,259357299,0,23942298,True,,,Beresford Road,secondary,30 mph,False,10.649,,"LINESTRING (-3.1506349 51.4912344, -3.1505731 51.4911467)",4.630657441078705,0.009632012264769854,,,,,,
11733690501,3919534779,0,43354725,True,2,A4161,Newport Road,primary,30 mph,False,68.89099999999999,,"LINESTRING (-3.1506349 51.4912344, -3.1504168 51.4912696, -3.1500726 51.4913238, -3.1496642 51.4913686)",7.4724223204665225,0.053051504468150074,,,,,,
11783470422,9936370701,0,4998039,True,2,A48,,trunk_link,50 mph,False,294.61400000000003,,"LINESTRING (-3.1478035 51.5044318, -3.1476629 51.5046449, -3.1474271 51.5048856, -3.1472156 51.5051401, -3.147082 51.5053253, -3.1469866 51.505483, -3.1468824 51.5056863, -3.1468134 51.5058449, -3.1467516 51.5060028, -3.1466978 51.5061845, -3.1466395 51.5064257, -3.1466251 51.5065343, -3.1466236 51.5065981, -3.1466302 51.5066506, -3.1466412 51.5066888, -3.1466572 51.5067333, -3.1467034 51.5068163, -3.1467754 51.5069196)",24.57749538425357,0.012300599008640582,,,,,,
11783517256,33116836,0,179011898,True,2,A4234,,primary_link,,False,36.858000000000004,,"LINESTRING (-3.158018 51.4685229, -3.1582529 51.4686154, -3.1584723 51.4686954)",40.85780959971932,0.0004799540384390831,,,,,,
11783517256,7439960446,0,795460365,True,,,,unclassified,,False,146.73100000000002,,"LINESTRING (-3.158018 51.4685229, -3.1584223 51.4686135, -3.1585847 51.4686395, -3.1587195 51.4686586, -3.1588235 51.468672, -3.1589293 51.4686818, -3.1590271 51.4686878, -3.1591308 51.4686909, -3.1592264 51.4686915, -3.1593179 51.4686883, -3.1594115 51.4686825, -3.1595089 51.4686754, -3.1595962 51.468667, -3.1597118 51.4686557, -3.1600835 51.4685988)",45.709817717001314,8.618575822831214e-05,,,,,,
11799910738,586494225,0,24298428,True,,,,unclassified,20 mph,False,18.227000000000004,,"LINESTRING (-3.2042215 51.4990311, -3.2042497 51.4990149, -3.2042896 51.4990019, -3.2043336 51.4989962, -3.2043785 51.4989983, -3.2044207 51.499008, -3.2044569 51.4990246)",7.8564563948963455,0.0023711851837871158,roundabout,,,,,
